sample,station,date_sample,depth_m,species_name,size_class_cm,abundance,project
1103991418,SD17,10/11/1999,30,Raja inornata,24,1,SBOO
1103991418,SD17,10/11/1999,30,Scorpaena guttata,24,1,SBOO
1103991418,SD17,10/11/1999,30,Synodus lucioceps,11,3,SBOO
1103991418,SD17,10/11/1999,30,Synodus lucioceps,13,1,SBOO
1103991418,SD17,10/11/1999,30,Synodus lucioceps,14,3,SBOO
1103991418,SD17,10/11/1999,30,Xystreurys liolepis,16,1,SBOO
1103991418,SD17,10/11/1999,30,Xystreurys liolepis,19,1,SBOO
1103991418,SD17,10/11/1999,30,Xystreurys liolepis,20,1,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,4,5,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,5,11,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,6,68,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,7,27,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,8,30,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,9,15,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,10,4,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,11,2,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys stigmaeus,12,1,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,12,1,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,13,2,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,14,9,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,15,3,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,16,3,SBOO
1103991419,SD18,10/11/1999,30,Citharichthys xanthostigma,17,1,SBOO
1103991419,SD18,10/11/1999,30,Hippoglossina stomata,17,1,SBOO
1103991419,SD18,10/11/1999,30,Hippoglossina stomata,21,1,SBOO
1103991419,SD18,10/11/1999,30,Icelinus quadriseriatus,5,1,SBOO
1103991419,SD18,10/11/1999,30,Paralichthys californicus,30,1,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys ritteri,14,2,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys ritteri,15,2,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys verticalis,6,1,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys verticalis,15,2,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys verticalis,17,2,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys verticalis,18,2,SBOO
1103991419,SD18,10/11/1999,30,Pleuronichthys verticalis,20,1,SBOO
1103991419,SD18,10/11/1999,30,Scorpaena guttata,12,1,SBOO
1103991419,SD18,10/11/1999,30,Scorpaena guttata,17,1,SBOO
1103991419,SD18,10/11/1999,30,Scorpaena guttata,22,1,SBOO
1103991419,SD18,10/11/1999,30,Symphurus atricaudus,9,1,SBOO
1103991419,SD18,10/11/1999,30,Symphurus atricaudus,10,1,SBOO
1103991419,SD18,10/11/1999,30,Symphurus atricaudus,13,1,SBOO
1103991419,SD18,10/11/1999,30,Symphurus atricaudus,14,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,10,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,11,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,12,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,13,3,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,14,2,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,16,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,17,2,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,18,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,20,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,21,2,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,22,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,23,1,SBOO
1103991419,SD18,10/11/1999,30,Synodus lucioceps,24,1,SBOO
1103991419,SD18,10/11/1999,30,Xystreurys liolepis,14,1,SBOO
1103991419,SD18,10/11/1999,30,Xystreurys liolepis,15,2,SBOO
1103991419,SD18,10/11/1999,30,Xystreurys liolepis,19,1,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,4,3,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,5,27,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,6,100,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,7,43,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,8,53,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,9,31,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,10,9,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,11,9,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys stigmaeus,12,3,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys xanthostigma,12,1,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys xanthostigma,14,3,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys xanthostigma,15,6,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys xanthostigma,16,6,SBOO
1103991420,SD19,10/11/1999,28,Citharichthys xanthostigma,17,3,SBOO
1103991420,SD19,10/11/1999,28,Paralichthys californicus,33,1,SBOO
1103991420,SD19,10/11/1999,28,Parophrys vetulus,13,2,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys ritteri,17,1,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys verticalis,4,2,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys verticalis,5,2,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys verticalis,15,3,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys verticalis,16,1,SBOO
1103991420,SD19,10/11/1999,28,Pleuronichthys verticalis,18,1,SBOO
1103991420,SD19,10/11/1999,28,Porichthys notatus,5,2,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,9,2,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,10,1,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,11,3,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,12,1,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,13,1,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,14,2,SBOO
1103991420,SD19,10/11/1999,28,Symphurus atricaudus,15,1,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,10,1,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,13,3,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,14,2,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,15,2,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,17,1,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,18,1,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,20,1,SBOO
1103991420,SD19,10/11/1999,28,Synodus lucioceps,27,1,SBOO
1103991420,SD19,10/11/1999,28,Xystreurys liolepis,15,1,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,4,2,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,5,16,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,6,50,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,7,23,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,8,25,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,9,7,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,10,6,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys stigmaeus,11,6,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys xanthostigma,13,2,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys xanthostigma,14,5,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys xanthostigma,15,3,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys xanthostigma,16,5,SBOO
1103991421,SD20,10/11/1999,29,Citharichthys xanthostigma,17,3,SBOO
1103991421,SD20,10/11/1999,29,Parophrys vetulus,14,1,SBOO
1103991421,SD20,10/11/1999,29,Pleuronichthys verticalis,4,2,SBOO
1103991421,SD20,10/11/1999,29,Pleuronichthys verticalis,5,4,SBOO
1103991421,SD20,10/11/1999,29,Pleuronichthys verticalis,13,1,SBOO
1103991421,SD20,10/11/1999,29,Pleuronichthys verticalis,14,1,SBOO
1103991421,SD20,10/11/1999,29,Porichthys notatus,5,1,SBOO
1103991421,SD20,10/11/1999,29,Scorpaena guttata,19,1,SBOO
1103991421,SD20,10/11/1999,29,Symphurus atricaudus,10,1,SBOO
1103991421,SD20,10/11/1999,29,Synodus lucioceps,18,1,SBOO
1103991421,SD20,10/11/1999,29,Synodus lucioceps,19,1,SBOO
1103991421,SD20,10/11/1999,29,Synodus lucioceps,22,2,SBOO
1103991408,SD7,10/12/1999,100,Argentina sialis,6,1,PLOO
1103991408,SD7,10/12/1999,100,Chitonotus pugetensis,7,1,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,4,15,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,5,15,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,6,16,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,7,93,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,8,33,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,9,5,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys sordidus,10,1,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys xanthostigma,11,4,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys xanthostigma,12,9,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys xanthostigma,14,1,PLOO
1103991408,SD7,10/12/1999,100,Citharichthys xanthostigma,16,1,PLOO
1103991408,SD7,10/12/1999,100,Hippoglossina stomata,12,1,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,3,1,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,4,13,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,5,27,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,6,42,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,7,32,PLOO
1103991408,SD7,10/12/1999,100,Icelinus quadriseriatus,8,3,PLOO
1103991408,SD7,10/12/1999,100,Lepidogobius lepidus,6,2,PLOO
1103991408,SD7,10/12/1999,100,Parophrys vetulus,11,1,PLOO
1103991408,SD7,10/12/1999,100,Porichthys notatus,9,1,PLOO
1103991408,SD7,10/12/1999,100,Raja inornata,41,1,PLOO
1103991408,SD7,10/12/1999,100,Sebastes chlorostictus,15,1,PLOO
1103991408,SD7,10/12/1999,100,Sebastes saxicola,5,1,PLOO
1103991408,SD7,10/12/1999,100,Sebastes saxicola,6,7,PLOO
1103991408,SD7,10/12/1999,100,Sebastes saxicola,7,3,PLOO
1103991408,SD7,10/12/1999,100,Sebastes semicinctus,5,2,PLOO
1103991408,SD7,10/12/1999,100,Sebastes semicinctus,6,80,PLOO
1103991408,SD7,10/12/1999,100,Sebastes semicinctus,7,75,PLOO
1103991408,SD7,10/12/1999,100,Sebastes semicinctus,8,10,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,9,1,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,10,2,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,11,1,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,12,2,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,13,3,PLOO
1103991408,SD7,10/12/1999,100,Symphurus atricaudus,14,1,PLOO
1103991408,SD7,10/12/1999,100,Zalembius rosaceus,11,2,PLOO
1103991408,SD7,10/12/1999,100,Zalembius rosaceus,12,2,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis frenata,9,1,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis frenata,17,1,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis latipinnis,6,3,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis latipinnis,7,4,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis latipinnis,8,8,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis latipinnis,9,2,PLOO
1103991408,SD7,10/12/1999,100,Zaniolepis latipinnis,16,2,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,4,4,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,5,4,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,6,5,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,7,107,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,8,60,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,9,2,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,10,2,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,11,3,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys sordidus,12,1,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys xanthostigma,11,8,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys xanthostigma,12,18,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys xanthostigma,13,7,PLOO
1103991409,SD8,10/12/1999,100,Citharichthys xanthostigma,14,3,PLOO
1103991409,SD8,10/12/1999,100,Hippoglossina stomata,11,1,PLOO
1103991409,SD8,10/12/1999,100,Hippoglossina stomata,13,1,PLOO
1103991409,SD8,10/12/1999,100,Icelinus quadriseriatus,6,5,PLOO
1103991409,SD8,10/12/1999,100,Icelinus quadriseriatus,7,1,PLOO
1103991409,SD8,10/12/1999,100,Odontopyxis trispinosa,5,1,PLOO
1103991409,SD8,10/12/1999,100,Porichthys notatus,10,5,PLOO
1103991409,SD8,10/12/1999,100,Rathbunella hypoplecta,13,1,PLOO
1103991409,SD8,10/12/1999,100,Sebastes elongatus,4,2,PLOO
1103991409,SD8,10/12/1999,100,Sebastes saxicola,6,4,PLOO
1103991409,SD8,10/12/1999,100,Sebastes saxicola,7,2,PLOO
1103991409,SD8,10/12/1999,100,Sebastes semicinctus,6,9,PLOO
1103991409,SD8,10/12/1999,100,Sebastes semicinctus,7,19,PLOO
1103991409,SD8,10/12/1999,100,Sebastes semicinctus,8,2,PLOO
1103991409,SD8,10/12/1999,100,Sebastes sp,4,1,PLOO
1103991409,SD8,10/12/1999,100,Symphurus atricaudus,10,1,PLOO
1103991409,SD8,10/12/1999,100,Symphurus atricaudus,11,2,PLOO
1103991409,SD8,10/12/1999,100,Symphurus atricaudus,12,1,PLOO
1103991409,SD8,10/12/1999,100,Symphurus atricaudus,14,3,PLOO
1103991409,SD8,10/12/1999,100,Zaniolepis latipinnis,9,2,PLOO
1103991409,SD8,10/12/1999,100,Zaniolepis latipinnis,10,2,PLOO
1103991409,SD8,10/12/1999,100,Zaniolepis latipinnis,14,1,PLOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,4,2,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,5,9,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,6,20,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,7,29,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,8,26,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,9,26,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,10,14,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,11,4,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys stigmaeus,12,2,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,6,1,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,8,1,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,12,3,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,13,2,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,14,11,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,15,2,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,16,4,SBOO
1103991422,SD21,10/12/1999,29,Citharichthys xanthostigma,17,2,SBOO
1103991422,SD21,10/12/1999,29,Genyonemus lineatus,19,1,SBOO
1103991422,SD21,10/12/1999,29,Hippoglossina stomata,21,1,SBOO
1103991422,SD21,10/12/1999,29,Parophrys vetulus,14,1,SBOO
1103991422,SD21,10/12/1999,29,Pleuronichthys ritteri,16,2,SBOO
1103991422,SD21,10/12/1999,29,Pleuronichthys ritteri,18,1,SBOO
1103991422,SD21,10/12/1999,29,Pleuronichthys verticalis,4,2,SBOO
1103991422,SD21,10/12/1999,29,Pleuronichthys verticalis,5,1,SBOO
1103991422,SD21,10/12/1999,29,Porichthys notatus,18,1,SBOO
1103991422,SD21,10/12/1999,29,Scorpaena guttata,21,2,SBOO
1103991422,SD21,10/12/1999,29,Scorpaena guttata,25,1,SBOO
1103991422,SD21,10/12/1999,29,Sebastes chlorostictus,5,1,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,6,1,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,7,4,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,8,7,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,9,6,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,10,3,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,11,8,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,12,4,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,13,5,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,14,1,SBOO
1103991422,SD21,10/12/1999,29,Symphurus atricaudus,15,2,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,11,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,14,3,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,15,2,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,16,2,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,17,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,20,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,24,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,25,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,26,1,SBOO
1103991422,SD21,10/12/1999,29,Synodus lucioceps,31,1,SBOO
1103991422,SD21,10/12/1999,29,Xystreurys liolepis,16,1,SBOO
1103991422,SD21,10/12/1999,29,Xystreurys liolepis,18,1,SBOO
1103991422,SD21,10/12/1999,29,Xystreurys liolepis,20,1,SBOO
1103991410,SD9,10/14/1999,90,Argentina sialis,6,4,PLOO
1103991410,SD9,10/14/1999,90,Argentina sialis,7,1,PLOO
1103991410,SD9,10/14/1999,90,Chilara taylori,12,1,PLOO
1103991410,SD9,10/14/1999,90,Chilara taylori,20,1,PLOO
1103991410,SD9,10/14/1999,90,Chitonotus pugetensis,6,3,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys sordidus,4,11,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys sordidus,5,40,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys sordidus,6,23,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys sordidus,7,114,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys sordidus,8,17,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,5,1,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,6,7,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,7,2,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,9,2,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,10,8,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,11,37,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,12,10,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,13,5,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,14,8,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,15,7,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,16,1,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,17,3,PLOO
1103991410,SD9,10/14/1999,90,Citharichthys xanthostigma,18,1,PLOO
1103991410,SD9,10/14/1999,90,Hippoglossina stomata,13,1,PLOO
1103991410,SD9,10/14/1999,90,Icelinus quadriseriatus,4,1,PLOO
1103991410,SD9,10/14/1999,90,Icelinus quadriseriatus,5,1,PLOO
1103991410,SD9,10/14/1999,90,Icelinus quadriseriatus,6,6,PLOO
1103991410,SD9,10/14/1999,90,Icelinus quadriseriatus,7,5,PLOO
1103991410,SD9,10/14/1999,90,Icelinus quadriseriatus,8,1,PLOO
1103991410,SD9,10/14/1999,90,Lepidogobius lepidus,4,1,PLOO
1103991410,SD9,10/14/1999,90,Lepidogobius lepidus,5,2,PLOO
1103991410,SD9,10/14/1999,90,Parophrys vetulus,16,1,PLOO
1103991410,SD9,10/14/1999,90,Parophrys vetulus,22,2,PLOO
1103991410,SD9,10/14/1999,90,Pleuronichthys verticalis,17,1,PLOO
1103991410,SD9,10/14/1999,90,Pleuronichthys verticalis,19,1,PLOO
1103991410,SD9,10/14/1999,90,Porichthys notatus,16,1,PLOO
1103991410,SD9,10/14/1999,90,Scorpaena guttata,22,1,PLOO
1103991410,SD9,10/14/1999,90,Sebastes saxicola,5,1,PLOO
1103991410,SD9,10/14/1999,90,Sebastes saxicola,6,22,PLOO
1103991410,SD9,10/14/1999,90,Sebastes saxicola,7,2,PLOO
1103991410,SD9,10/14/1999,90,Sebastes saxicola,8,3,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,5,2,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,6,20,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,7,24,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,8,3,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,9,1,PLOO
1103991410,SD9,10/14/1999,90,Sebastes semicinctus,13,1,PLOO
1103991410,SD9,10/14/1999,90,Symphurus atricaudus,9,2,PLOO
1103991410,SD9,10/14/1999,90,Symphurus atricaudus,10,3,PLOO
1103991410,SD9,10/14/1999,90,Symphurus atricaudus,12,2,PLOO
1103991410,SD9,10/14/1999,90,Symphurus atricaudus,13,1,PLOO
1103991410,SD9,10/14/1999,90,Symphurus atricaudus,14,3,PLOO
1103991410,SD9,10/14/1999,90,Zalembius rosaceus,6,1,PLOO
1103991410,SD9,10/14/1999,90,Zalembius rosaceus,7,7,PLOO
1103991410,SD9,10/14/1999,90,Zalembius rosaceus,8,2,PLOO
1103991410,SD9,10/14/1999,90,Zaniolepis latipinnis,7,4,PLOO
1103991410,SD9,10/14/1999,90,Zaniolepis latipinnis,8,5,PLOO
1103991410,SD9,10/14/1999,90,Zaniolepis latipinnis,9,1,PLOO
1103991410,SD9,10/14/1999,90,Zaniolepis latipinnis,13,1,PLOO
1103991411,SD10,10/14/1999,100,Chitonotus pugetensis,6,1,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,4,13,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,5,29,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,6,8,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,7,160,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,8,87,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,9,6,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys sordidus,12,2,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,10,1,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,11,4,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,12,11,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,13,5,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,14,7,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,15,4,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,16,1,PLOO
1103991411,SD10,10/14/1999,100,Citharichthys xanthostigma,19,1,PLOO
1103991411,SD10,10/14/1999,100,Hippoglossina stomata,13,2,PLOO
1103991411,SD10,10/14/1999,100,Hippoglossina stomata,14,1,PLOO
1103991411,SD10,10/14/1999,100,Hippoglossina stomata,16,1,PLOO
1103991411,SD10,10/14/1999,100,Icelinus quadriseriatus,4,1,PLOO
1103991411,SD10,10/14/1999,100,Icelinus quadriseriatus,5,4,PLOO
1103991411,SD10,10/14/1999,100,Icelinus quadriseriatus,6,9,PLOO
1103991411,SD10,10/14/1999,100,Icelinus quadriseriatus,7,3,PLOO
1103991411,SD10,10/14/1999,100,Lepidogobius lepidus,6,1,PLOO
1103991411,SD10,10/14/1999,100,Microstomus pacificus,7,2,PLOO
1103991411,SD10,10/14/1999,100,Microstomus pacificus,8,1,PLOO
1103991411,SD10,10/14/1999,100,Microstomus pacificus,20,1,PLOO
1103991411,SD10,10/14/1999,100,Parophrys vetulus,18,1,PLOO
1103991411,SD10,10/14/1999,100,Parophrys vetulus,20,1,PLOO
1103991411,SD10,10/14/1999,100,Parophrys vetulus,21,1,PLOO
1103991411,SD10,10/14/1999,100,Parophrys vetulus,22,1,PLOO
1103991411,SD10,10/14/1999,100,Pleuronichthys verticalis,15,1,PLOO
1103991411,SD10,10/14/1999,100,Pleuronichthys verticalis,16,1,PLOO
1103991411,SD10,10/14/1999,100,Pleuronichthys verticalis,24,1,PLOO
1103991411,SD10,10/14/1999,100,Porichthys notatus,10,1,PLOO
1103991411,SD10,10/14/1999,100,Porichthys notatus,13,2,PLOO
1103991411,SD10,10/14/1999,100,Raja inornata,35,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes chlorostictus,9,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes paucispinis,13,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes saxicola,6,4,PLOO
1103991411,SD10,10/14/1999,100,Sebastes saxicola,7,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes saxicola,8,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,5,2,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,6,28,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,7,72,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,8,8,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,9,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,10,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,11,1,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,12,3,PLOO
1103991411,SD10,10/14/1999,100,Sebastes semicinctus,13,1,PLOO
